Class,Sets,Number of pieces,Bonus text,,,,,,,,Stat Value,Stat name
WH,Vanquisher,2 pieces,+62 Strength,,,,,,,,62,Strength
WH,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
WH,Vanquisher,4 pieces,Vicious Strikes - On Hit: 15% chance to reduce target's Toughness by 110 while increasing your own Weaponskill by 110 for 10 seconds.,,,,,,,,0,0
WH,Vanquisher,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WH,Vanquisher,6 pieces,+4% Damage,,,,,,,,4,0
WL,Annihilator,2 pieces,+53 Toughness,,,,,,,,53,Toughness
WL,Annihilator,3 pieces,+290 Elemental Resistance,,,,,,,,290,Elemental Resistance
WL,Annihilator,4 pieces,+1 Path of Middle tree Abilities,,,,,,,,1,0
WL,Annihilator,5 pieces,+5% Parry,,,,,,,,5,Parry
WL,Beastlord,3 pieces,"+55,0 Weapon Skill",,,,,,,,55,Weapon Skill
WL,Beastlord,4 pieces,+60 Strength,,,,,,,,60,Strength
WL,Beastlord,5 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
WL,Beastlord,6 pieces,Overwhelming - On Hit: 25% chance to reduce target's Weapon Skill by 84 while incresing your Strength by 84 for 10 seconds.,,,,,,,,0,0
WL,Bloodlord,2 pieces,"+66,0 Wounds",,,,,,,,66,Wounds
WL,Bloodlord,3 pieces,+73 Initiative,,,,,,,,73,Initiative
WL,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
WL,Bloodlord,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WL,Bloodlord,6 pieces,Preservation – On Being Hit: 10% chance to increase Wounds,,,,,,,,10,0
WL,Bloodlord,7 pieces,"Overwhelming – On Hit: 25% chance to reduce target's Weapon Skill, while increasing your Strength for 10 seconds.",,,,,,,,0,0
WL,Conqueror,2 pieces,+57 Strength,,,,,,,,57,Strength
WL,Conqueror,3 pieces,+63 Wounds,,,,,,,,63,Wounds
WL,Conqueror,4 pieces,+5% Reduced Chence to be Parried,,,,,,,,5,0
WL,Conqueror,5 pieces,Domination - On Hit: 25% chance to steal 100 Toughness from your target for 10 seconds.,,,,,,,,0,0
WL,Conqueror,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WL,Dominator,2 pieces,+57 Strength,,,,,,,,57,Strength
WL,Dominator,3 pieces,+63 Wounds,,,,,,,,63,Wounds
WL,Dominator,4 pieces,+561 Armor,,,,,,,,561,Armor
WL,Dominator,5 pieces,Barrier - On Being Hit: 10% chance to form a protective barrier that will absorb up to 183 damage over 5 seconds.,,,,,,,,0,0
WL,Dominator,6 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
WL,Genesis Undying,2 pieces,+37 Wounds,,,,,,,,37,Wounds
WL,Genesis Undying,3 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
WL,Genesis Undying,4 pieces,+37 Toughness,,,,,,,,37,Toughness
WL,Genesis Undying,5 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
WL,Genesis Warrior,2 pieces,+37 Strength,,,,,,,,37,Strength
WL,Genesis Warrior,3 pieces,+3% Reduced Chance to be Parried,,,,,,,,3,Reduced Chance to be Parried
WL,Genesis Warrior,4 pieces,+37 Weapon Skill,,,,,,,,37,Weapon Skill
WL,Genesis Warrior,5 pieces,+3% Melee Critical Chance,,,,,,,,3,Melee Critical Chance
WL,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
WL,Invader,2 pieces,"+66,0 Strength",,,,,,,,66,Strength
WL,Invader,3 pieces,+73 Wounds,,,,,,,,73,Wounds
WL,Invader,4 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
WL,Invader,5 pieces,+10 Auto Attack Damage,,,,,,,,10,0
WL,Invader,6 pieces,Red Frenzy - On Critical Hit: 10% chance to increase your auto attack damage by 25% for 5 seconds.,,,,,,,,0,0
WL,Invader,7 pieces,Brutal Aggressor - Increases the critical hit rate of all Path Of Brutality abilities by 10%.,,,,,,,,10,0
WL,Mercenary,2 pieces,+53 Strength,,,,,,,,53,Strength
WL,Mercenary,3 pieces,+290 Elemental Resistance                                                        ,,,,,,,,290,0
WL,Mercenary,4 pieces,+1 Path of Left tree Abilities,,,,,,,,1,0
WL,Mercenary,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WL,Onslaught,2 pieces,+58 Wounds,,,,,,,,58,Wounds
WL,Onslaught,3 pieces,+64 Strength,,,,,,,,64,Strength
WL,Onslaught,4 pieces,Preservation - On Being Hit: 10% chance to increase Wounds by 80 for 20 seconds.,,,,,,,,0,0
WL,Onslaught,5 pieces,+5% Disrupt,,,,,,,,5,Disrupt
WL,Oppressor,2 pieces,+62 Strength,,,,,,,,62,Strength
WL,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
WL,Oppressor,4 pieces,"Endure - On Being Hit: 15% chance to reduce attackers Strength, Balistic Skill and Intelligence by 110, while increasing your Initiative by 110 for 10 seconds.",,,,,,,,0,0
WL,Oppressor,5 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
WL,Oppressor,6 pieces,+4% Damage Reduction,,,,,,,,4,0
WL,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
WL,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
WL,Rare Fortune,3 pieces,+59 Strength,,,,,,,,59,Strength
WL,Rare Fortune,4 pieces,Creeping - On Being Hit: 10% chance to reduce attackers movement speed by 40% for 5 seconds.,,,,,,,,0,0
WL,Rare Fortune,5 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
WL,Redeye,2 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
WL,Redeye,3 pieces,+59 Strength,,,,,,,,59,Strength
WL,Redeye,4 pieces,+64 Weapon Skill,,,,,,,,64,Weapon Skill
WL,Redeye,5 pieces,+25% Auto Attack Haste,,,,,,,,25,Auto Attack Haste
WL,Redeye,6 pieces,+5% Parry,,,,,,,,5,Parry
WL,Sentinel,2 pieces,+58 Strength,,,,,,,,58,Strength
WL,Sentinel,3 pieces,+64 Wounds,,,,,,,,64,Wounds
WL,Sentinel,4 pieces,+70 Initiative,,,,,,,,70,Initiative
WL,Sentinel,5 pieces,Arise - On Attacking Target or Being Hit: 10% chance to resist Stuns and Knockdowns by 33% for 15 seconds.,,,,,,,,0,0
WL,Sentinel,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WL,Sentinel,7 pieces,Fully Mutated - Cooldwon of Detaunt reduced by 20 seconds.,,,,,,,,20,0
WL,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
WL,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
WL,Vanquisher,2 pieces,+62 Strength,,,,,,,,62,Strength
WL,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
WL,Vanquisher,4 pieces,Vicious Strijes - On Hit: 15% chance to reduce target's Toughness by 110 while increasing your Weaponskil by 110 for 10 seconds.,,,,,,,,0,0
WL,Vanquisher,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WL,Vanquisher,6 pieces,+4% Damage,,,,,,,,4,0
WP,Annihilator,2 pieces,+53 Willpower,,,,,,,,53,Willpower
WP,Annihilator,3 pieces,+290 Corporeal Resistance,,,,,,,,290,Corporeal Resistance
WP,Annihilator,4 pieces,+1 Path of Dark Rites Abilities,,,,,,,,1,0
WP,Annihilator,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
WP,Beastlord,2 pieces,No Bonus,,,,,,,,0,0
WP,Beastlord,3 pieces,"+55,0 Weapon Skill",,,,,,,,55,Weapon Skill
WP,Beastlord,4 pieces,+60 Strength,,,,,,,,60,Strength
WP,Beastlord,5 pieces,+5% Block,,,,,,,,5,Block
WP,Beastlord,6 pieces,Martyr - On Being Hit: 10% chance to heal group for 468 health over 9 seconds.,,,,,,,,0,0
WP,Bloodlord,2 pieces,"+66,0 Weapon Skill",,,,,,,,66,Weapon Skill
WP,Bloodlord,3 pieces,+73 Wounds,,,,,,,,73,Wounds
WP,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
WP,Bloodlord,5 pieces,+87 Strength,,,,,,,,87,Strength
WP,Bloodlord,6 pieces,"Vicious Strikes – On Hit: 15% chance to reduce target's Toughness by 110, while increasing your Weaponskill by 110 for 10 seconds.",,,,,,,,0,0
WP,Bloodlord,7 pieces,Dissolve VII – On Hit: 10% chance to reduce target's armor by 700 for 6 seconds.,,,,,,,,0,0
WP,Conqueror,2 pieces,+57 Willpower,,,,,,,,57,Willpower
WP,Conqueror,3 pieces,+63 Toughness,,,,,,,,63,Toughness
WP,Conqueror,4 pieces,+69 Wounds,,,,,,,,69,Wounds
WP,Conqueror,5 pieces,Reactionary - On defense: 25% chance to increase Parry  Evade and Disrupt by 10% for 10 seconds.,,,,,,,,0,0
WP,Conqueror,6 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
WP,Dominator,2 pieces,+57 Strength,,,,,,,,57,Strength
WP,Dominator,3 pieces,+63 Wounds,,,,,,,,63,Wounds
WP,Dominator,4 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
WP,Dominator,5 pieces,Domination - On Hit: 25% chance to steal 100 toughness from your target for 10 seconds ,,,,,,,,0,0
WP,Dominator,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WP,Genesis Curative,2 pieces,+37 Willpower,,,,,,,,37,Willpower
WP,Genesis Curative,3 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
WP,Genesis Curative,4 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
WP,Genesis Curative,5 pieces,+3% Healing Critical Chance,,,,,,,,3,Healing Critical Chance
WP,Genesis Undying,2 pieces,+37 Wounds,,,,,,,,37,Wounds
WP,Genesis Undying,3 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
WP,Genesis Undying,4 pieces,+37 Toughness,,,,,,,,37,Toughness
WP,Genesis Undying,5 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
WP,Genesis Warrior,2 pieces,+37 Strength,,,,,,,,37,Strength
WP,Genesis Warrior,3 pieces,+3% Reduced Chance to be Parried,,,,,,,,3,Reduced Chance to be Parried
WP,Genesis Warrior,4 pieces,+37 Weapon Skill,,,,,,,,37,Weapon Skill
WP,Genesis Warrior,5 pieces,+3% Melee Critical Chance,,,,,,,,3,Melee Critical Chance
WP,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
WP,Invader,2 pieces,"+66,0 Willpower",,,,,,,,66,Willpower
WP,Invader,3 pieces,+73 Wounds,,,,,,,,73,Wounds
WP,Invader,4 pieces,+80 Toughness,,,,,,,,80,Toughness
WP,Invader,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
WP,Invader,6 pieces,"Absolve l - On Direct Heal: 5% chance to remove a Hex, Curse or Ailment from your heal target.",,,,,,,,5,0
WP,Invader,7 pieces,Power of Blood - All your Path of Dark Rites abilities have 10% chance to increase the power of your heals by 12% for 10 seconds.,,,,,,,,0,0
WP,Mercenary,2 pieces,+53 Strength,,,,,,,,53,Strength
WP,Mercenary,3 pieces,+472 Armor,,,,,,,,472,Armor
WP,Mercenary,4 pieces,+1 Path of Torture Abilities,,,,,,,,1,0
WP,Mercenary,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WP,Onslaught,2 pieces,+58 Willpower,,,,,,,,58,Willpower
WP,Onslaught,3 pieces,+64 Wounds,,,,,,,,64,Wounds
WP,Onslaught,4 pieces,On Heal: 10% chance to recover 45 Righteous Fury over 3 seconds.,,,,,,,,0,0
WP,Onslaught,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
WP,Oppressor,2 pieces,+62 Strength,,,,,,,,62,Strength
WP,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
WP,Oppressor,4 pieces,Endure - On Being hit: 15% chance to reduce attackers Strength  Ballistic Skill and Intelligence by 110 while increasing your Initiative by 110 for 10 seconds,,,,,,,,0,0
WP,Oppressor,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WP,Oppressor,6 pieces,+4% Damage,,,,,,,,4,0
WP,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
WP,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
WP,Rare Fortune,3 pieces,+59 Willpower,,,,,,,,59,Willpower
WP,Rare Fortune,4 pieces,Martyr - On Being Hit: 10% chance to heal group for 488 health over 9 seconds .,,,,,,,,0,0
WP,Rare Fortune,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
WP,Redeye,2 pieces,+3% Reduction in being Critically hit,,,,,,,,3,Reduction in being Critically Hit
WP,Redeye,3 pieces,+59 Willpower,,,,,,,,59,Willpower
WP,Redeye,4 pieces,+264 Armor,,,,,,,,264,Armor
WP,Redeye,5 pieces,Caretaker - On Hit: 10% chance to heal defensive target for 245 health,,,,,,,,0,0
WP,Redeye,6 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
WP,Sentinel,2 pieces,+58 Strength,,,,,,,,58,Strength
WP,Sentinel,3 pieces,+64 Initiative,,,,,,,,64,Initiative
WP,Sentinel,4 pieces,+70 Wounds,,,,,,,,70,Wounds
WP,Sentinel,5 pieces,Arise - On attacking Target or Being hit: 10% chance to resist Stuns and Knockdowns by 25% for 15 seconds.,,,,,,,,0,0
WP,Sentinel,6 pieces,+5% Block,,,,,,,,5,Block
WP,Sentinel,7 pieces,Penetrating Vision - Cooldown of Terrifying vision reduced by 5 seconds.,,,,,,,,5,0
WP,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
WP,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
WP,Vanquisher,2 pieces,+62 Willpower,,,,,,,,62,Willpower
WP,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
WP,Vanquisher,4 pieces,Imperative Spirit - On Heal: 10% chance to recover 15 Career Resources over 3 seconds.,,,,,,,,0,0
WP,Vanquisher,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
WP,Vanquisher,6 pieces,Increased Impetus - On Attacking Target or Direct Heal Dealt: 5% chance to reduce build times by 25% for 5 seconds.,,,,,,,,0,0
Zeal,Annihilator,2 pieces,+53 Willpower,,,,,,,,53,Willpower
Zeal,Annihilator,3 pieces,+290 Corporeal Resistance,,,,,,,,290,Corporeal Resistance
Zeal,Annihilator,4 pieces,+1 Path of  Left tree Abilities,,,,,,,,1,0
Zeal,Annihilator,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Zeal,Beastlord,3 pieces,+225 Armor,,,,,,,,225,Armor
Zeal,Beastlord,4 pieces,+60 Willpower,,,,,,,,60,Willpower
Zeal,Beastlord,5 pieces,Aid X – On Direct Heal: 5% chance for your heal target to regain an additional 354 health over 9 seconds.,,,,,,,,0,0
Zeal,Beastlord,6 pieces,Guidance II – On Direct Heal: 5% chance to increase the power of your heals by 6% for 10 seconds.,,,,,,,,0,0
Zeal,Bloodlord,2 pieces,"+66,0 Wounds",,,,,,,,66,Wounds
Zeal,Bloodlord,3 pieces,+73 Initiative,,,,,,,,73,Initiative
Zeal,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
Zeal,Bloodlord,5 pieces,+87 Intelligence,,,,,,,,87,Intelligence
Zeal,Bloodlord,6 pieces,Focused Affliction – On Hit: 10% chance to increase all damage taken by your target by 4% for 10 seconds.,,,,,,,,0,0
Zeal,Bloodlord,7 pieces,Surging – On Hit: 10% chance to deal damage to an additional target within 30 feet of the first.,,,,,,,,0,0
Zeal,Conqueror,2 pieces,+57 Willpower,,,,,,,,57,Willpower
Zeal,Conqueror,3 pieces,+63 Toughness,,,,,,,,63,Toughness
Zeal,Conqueror,4 pieces,+69 Wounds,,,,,,,,69,Wounds
Zeal,Conqueror,5 pieces,"Reactionary – On Defense: 25% chance to increase Parry, Evade and Disrupt by 10% for 10 seconds.",,,,,,,,0,0
Zeal,Conqueror,6 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Zeal,Dominator,2 pieces,+57 Intelligence,,,,,,,,57,Intelligence
Zeal,Dominator,3 pieces,+63 Initiative,,,,,,,,63,Initiative
Zeal,Dominator,4 pieces,+69 Wounds,,,,,,,,69,Wounds
Zeal,Dominator,5 pieces,Domination – On Hit: 25% chance to steal 100 Toughness from your target for 10 seconds.,,,,,,,,0,0
Zeal,Dominator,6 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
Zeal,Genesis Curative,2 pieces,+37 Willpower,,,,,,,,37,Willpower
Zeal,Genesis Curative,3 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Zeal,Genesis Curative,4 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
Zeal,Genesis Curative,5 pieces,+3% Healing Critical Chance,,,,,,,,3,Healing Critical Chance
Zeal,Genesis Scholar,2 pieces,+37 Intelligence,,,,,,,,37,Intelligence
Zeal,Genesis Scholar,3 pieces,+3% Reduced Chance to be Disrupted,,,,,,,,3,Reduced Chance to be Disrupted
Zeal,Genesis Scholar,4 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Zeal,Genesis Scholar,5 pieces,+3% Magic Critical Chance,,,,,,,,3,Magic Critical Chance
Zeal,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
Zeal,Invader,2 pieces,"+66,0 Willpower",,,,,,,,66,Willpower
Zeal,Invader,3 pieces,+73 Wounds,,,,,,,,73,Wounds
Zeal,Invader,4 pieces,+80 Toughness,,,,,,,,80,Toughness
Zeal,Invader,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Zeal,Invader,6 pieces,"Absolve l - On Direct Heal: 5% chance to remove a Hex, Curse or Ailment from your heal target.",,,,,,,,5,0
Zeal,Invader,7 pieces,Deep Scheming - All your Path of Witchcraft abilities have 10% chance to increase Hеaling Power by 110 for 10 seconds.,,,,,,,,10,0
Zeal,Mercenary,2 pieces,+53 Toughness,,,,,,,,53,Toughness
Zeal,Mercenary,3 pieces,+236 Armor,,,,,,,,236,Armor
Zeal,Mercenary,4 pieces,+1 Path of the Middle Tree Abilities,,,,,,,,1,0
Zeal,Mercenary,5 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
Zeal,Onslaught,2 pieces,+58 Willpower,,,,,,,,58,Willpower
Zeal,Onslaught,3 pieces,+64 Wounds,,,,,,,,64,Wounds
Zeal,Onslaught,4 pieces,Vivacious - On Heal: 10% chance to recover 50 AP.,,,,,,,,0,0
Zeal,Onslaught,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Zeal,Oppressor,2 pieces,+62 Intelligence,,,,,,,,62,Intelligence
Zeal,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Zeal,Oppressor,4 pieces,"Endure – On Being Hit: 15% chance to reduce attackers Strength, Ballistic Skill and Intelligence by 110 while increasing your Initiative for 10 seconds.",,,,,,,,0,0
Zeal,Oppressor,5 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
Zeal,Oppressor,6 pieces,Increasing Impetus – On Attacking Target or Direct Heal Dealt: 5% chance to reduce build times by 25% for 5 seconds.,,,,,,,,0,0
Zeal,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
Zeal,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
Zeal,Rare Fortune,3 pieces,+59 Willpower,,,,,,,,59,Willpower
Zeal,Rare Fortune,4 pieces,Quickening - On Being Hit: 10% chance to reduce build times by half a second for 10 seconds.,,,,,,,,10,0
Zeal,Rare Fortune,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Zeal,Redeye,2 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Zeal,Redeye,3 pieces,+59 Willpower,,,,,,,,59,Willpower
Zeal,Redeye,4 pieces,+64 Intelligence,,,,,,,,64,Intelligence
Zeal,Redeye,5 pieces,Superiority – On Hit: 25% chance to reduce target's Willpower by 88 while increasing your intelligence by 88 for 10 seconds,,,,,,,,0,0
Zeal,Redeye,6 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Zeal,Sentinel,2 pieces,+58 Willpower,,,,,,,,58,Willpower
Zeal,Sentinel,3 pieces,+64 Wounds,,,,,,,,64,Wounds
Zeal,Sentinel,4 pieces,+70 Initiative,,,,,,,,70,Initiative
Zeal,Sentinel,5 pieces,Compulsion – On Being Attacked: 10% chance to reduce your cooldowns by 1 second for 10 seconds.,,,,,,,,10,0
Zeal,Sentinel,6 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Zeal,Sentinel,7 pieces,Obscuration – Cooldown of Detaunt reduced by 5 seconds.,,,,,,,,5,0
Zeal,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
Zeal,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
Zeal,Vanquisher,2 pieces,+62 Willpower,,,,,,,,62,Willpower
Zeal,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Zeal,Vanquisher,4 pieces,Exuberance – On Heal: 10% chacne to recover 35 AP.,,,,,,,,0,0
Zeal,Vanquisher,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Zeal,Vanquisher,6 pieces,Increasing Impetus – On Attacking Target or Direct Heal Dealt: 5% chance to reduce build times by 25% for 5 seconds.,,,,,,,,0,0
Chosen,warlord,2 pieces,+75 Strength,,,,,,,,75,Strength
Chosen,warlord,3 pieces,+83 Weapon Skill,,,,,,,,83,Weapon Skill
Chosen,warlord,4 pieces,+6% Armor Penetration,,,,,,,,6,Armor Penetration
Chosen,warlord,5 pieces,"+99,0 Melee Power",,,,,,,,99,Melee Power
Chosen,warlord,6 pieces,+2 Path of Discord Abilities,,,,,,,,2,0
Chosen,warlord,7 pieces,Evasive - On Being Hit: 10% chance to detaunt target,,,,,,,,10,0
Chosen,sov main,2 pieces,+80 Wounds,,,,,,,,80,Wounds
Chosen,sov main,3 pieces,"+88,0 Toughness",,,,,,,,88,Toughness
Chosen,sov main,4 pieces,+6% Block,,,,,,,,6,Block
Chosen,sov main,5 pieces,+6% Reduction in being Critically Hit,,,,,,,,6,Reduction in being Critically Hit
Chosen,sov main,6 pieces,+2 Path of Corruption Abilities,,,,,,,,2,0
Chosen,sov main,7 pieces,"On Being Attacked: 10% chance to increase Parry, Block, Disrupt and Dodge by 10% for 10 seconds",,,,,,,,10,0
Chosen,sov off,2 pieces,+80 Strength,,,,,,,,80,Strength
Chosen,sov off,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
Chosen,sov off,4 pieces,+15% Critical Damage,,,,,,,,15,Critical Damage
Chosen,sov off,5 pieces,+6% Melee Critical Chance,,,,,,,,6,Melee Critical Chance
Chosen,sov off,6 pieces,+2 Path of Dread Abilities,,,,,,,,2,0
Chosen,sov off,7 pieces,On Hit: 10% chance to increase Block Strikethrough and Parry Strikethrough by 10% for 10 seconds,,,,,,,,10,0
Mara,warlord,2 pieces,+75 Strength,,,,,,,,75,Strength
Mara,warlord,3 pieces,+83 Weapon Skill,,,,,,,,83,Weapon Skill
Mara,warlord,4 pieces,+15% Auto Attack Haste,,,,,,,,15,Auto Attack Haste
Mara,warlord,5 pieces,"+99,0 Melee Power",,,,,,,,99,Melee Power
Mara,warlord,6 pieces,+2 Path of Brutality Abilities,,,,,,,,2,0
Mara,warlord,7 pieces,Depleting - On Hit: 10% chance to remove 50 AP from target,,,,,,,,0,0
Mara,sov main,2 pieces,+80 Strength,,,,,,,,80,Strength
Mara,sov main,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
Mara,sov main,4 pieces,+6% Armor Penetration,,,,,,,,6,Armor Penetration
Mara,sov main,5 pieces,+6% Melee Critical Chance,,,,,,,,6,Melee Critical Chance
Mara,sov main,6 pieces,+2 Path of Savagery Abilities,,,,,,,,2,0
Mara,sov main,7 pieces,On Hit: 10% chance to increase target's chance to be critically hit by 7% for 10 seconds,,,,,,,,0,0
Mara,sov off,2 pieces,+80 Strength,,,,,,,,80,Strength
Mara,sov off,3 pieces,"+88,0 Toughness",,,,,,,,88,Toughness
Mara,sov off,4 pieces,+85 Wounds,,,,,,,,85,Wounds
Mara,sov off,5 pieces,+734 Armor,,,,,,,,734,Armor
Mara,sov off,6 pieces,+2 Path of Monstrosity Abilities,,,,,,,,2,0
Mara,sov off,7 pieces,On Being Attacked: 10% chance to reduce incoming damage by 6% for 10 seconds,,,,,,,,0,0
Magus,warlord,2 pieces,+75 Intelligence,,,,,,,,75,Intelligence
Magus,warlord,3 pieces,+83 Wounds,,,,,,,,83,Wounds
Magus,warlord,4 pieces,+6% Reduced Chance to be Disrupted,,,,,,,,6,Reduced Chance to be Disrupted
